0001001	Dome Real Angle
0535008	Actuator5-35 MON HYB
0535009	Actuator5-35 MON PARA
053500A	Actuator5-35 Sea Level
053500B	Actuator5-35 Maunakea
053500C	Actuator5-35 Selected Drive
053500D	Actuator5-35 Selected Load
053500E	Actuator5-35 Selected Step
053500F	Actuator5-35 ENC Alarm
0535010	Actuator5-35 PS Alarm
0535011	Actuator5-35 Over Load
0535012	Actuator5-35 Over Speed
0535013	Actuator5-35 Over Current
0535014	Actuator5-35 Error Alarm
0535015	Actuator5-35 Driver Alarm
0535016	Actuator5-35 Up Limit
0535017	Actuator5-35 Down Limit
0535018	Actuator5-35 Over Range
0535019	Actuator5-35 Under Range
053501A	Actuator5-35 Force Sensor Fault
053501B	Actuator5-35 Force Card Fault
053501C	Actuator5-35 HDLC Alarm
053501D	Actuator5-35 UART Alarm
053501E	Actuator5-35 CPU Alarm
053501F	Actuator5-35 Limit Release
0535020	Actuator5-35 Alarm Reset
0536002	Actuator5-36 CONT Force
0536003	Actuator5-36 CONT Position
0536004	Actuator5-36 Drive On
0536005	Actuator5-36 Drive Off
0536006	Actuator5-36 MON Force
0536007	Actuator5-36 MON Position
0536008	Actuator5-36 MON HYB
0536009	Actuator5-36 MON PARA
053600A	Actuator5-36 Sea Level
053600B	Actuator5-36 Maunakea
053600C	Actuator5-36 Selected Drive
053600D	Actuator5-36 Selected Load
053600E	Actuator5-36 Selected Step
053600F	Actuator5-36 ENC Alarm
0536010	Actuator5-36 PS Alarm
0536011	Actuator5-36 Over Load
0536012	Actuator5-36 Over Speed
0536013	Actuator5-36 Over Current
0536014	Actuator5-36 Error Alarm
0536015	Actuator5-36 Driver Alarm
0536016	Actuator5-36 Up Limit
0536017	Actuator5-36 Down Limit
0536018	Actuator5-36 Over Range
0536019	Actuator5-36 Under Range
053601A	Actuator5-36 Force Sensor Fault
053601B	Actuator5-36 Force Card Fault
053601C	Actuator5-36 HDLC Alarm
053601D	Actuator5-36 UART Alarm
053601E	Actuator5-36 CPU Alarm
053601F	Actuator5-36 Limit Release
0536020	Actuator5-36 Alarm Reset
0601002	Actuator6-01 CONT Force
0601003	Actuator6-01 CONT Position
0601004	Actuator6-01 Drive On
0601005	Actuator6-01 Drive Off
0601006	Actuator6-01 MON Force
0601007	Actuator6-01 MON Position
0601008	Actuator6-01 MON HYB
0601009	Actuator6-01 MON PARA
060100A	Actuator6-01 Sea Level
060100B	Actuator6-01 Maunakea
060100C	Actuator6-01 Selected Drive
060100D	Actuator6-01 Selected Load
060100E	Actuator6-01 Selected Step
060100F	Actuator6-01 ENC Alarm
0601010	Actuator6-01 PS Alarm
0601011	Actuator6-01 Over Load
0601012	Actuator6-01 Over Speed
0601013	Actuator6-01 Over Current
0601014	Actuator6-01 Error Alarm
0601015	Actuator6-01 Driver Alarm
0601016	Actuator6-01 Up Limit
0601017	Actuator6-01 Down Limit
0601018	Actuator6-01 Over Range
0601019	Actuator6-01 Under Range
060101A	Actuator6-01 Force Sensor Fault
060101B	Actuator6-01 Force Card Fault
060101C	Actuator6-01 HDLC Alarm
060101D	Actuator6-01 UART Alarm
060101E	Actuator6-01 CPU Alarm
060101F	Actuator6-01 Limit Release
0601020	Actuator6-01 Alarm Reset
0602002	Actuator6-02 CONT Force
0602003	Actuator6-02 CONT Position
0602004	Actuator6-02 Drive On
0602005	Actuator6-02 Drive Off
0602006	Actuator6-02 MON Force
0602007	Actuator6-02 MON Position
0602008	Actuator6-02 MON HYB
0602009	Actuator6-02 MON PARA
060200A	Actuator6-02 Sea Level
060200B	Actuator6-02 Maunakea
060200C	Actuator6-02 Selected Drive
060200D	Actuator6-02 Selected Load
060200E	Actuator6-02 Selected Step
060200F	Actuator6-02 ENC Alarm
0602010	Actuator6-02 PS Alarm
0602011	Actuator6-02 Over Load
0602012	Actuator6-02 Over Speed
0602013	Actuator6-02 Over Current
0602014	Actuator6-02 Error Alarm
0602015	Actuator6-02 Driver Alarm
0602016	Actuator6-02 Up Limit
0602017	Actuator6-02 Down Limit
0602018	Actuator6-02 Over Range
0602019	Actuator6-02 Under Range
060201A	Actuator6-02 Force Sensor Fault
060201B	Actuator6-02 Force Card Fault
060201C	Actuator6-02 HDLC Alarm
060201D	Actuator6-02 UART Alarm
060201E	Actuator6-02 CPU Alarm
060201F	Actuator6-02 Limit Release
0602020	Actuator6-02 Alarm Reset
0603002	Actuator6-03 CONT Force
0603003	Actuator6-03 CONT Position
0603004	Actuator6-03 Drive On
0603005	Actuator6-03 Drive Off
0603006	Actuator6-03 MON Force
0603007	Actuator6-03 MON Position
0603008	Actuator6-03 MON HYB
0603009	Actuator6-03 MON PARA
060300A	Actuator6-03 Sea Level
060300B	Actuator6-03 Maunakea
060300C	Actuator6-03 Selected Drive
060300D	Actuator6-03 Selected Load
060300E	Actuator6-03 Selected Step
060300F	Actuator6-03 ENC Alarm
0603010	Actuator6-03 PS Alarm
0603011	Actuator6-03 Over Load
0603012	Actuator6-03 Over Speed
0603013	Actuator6-03 Over Current
0603014	Actuator6-03 Error Alarm
0603015	Actuator6-03 Driver Alarm
0603016	Actuator6-03 Up Limit
0603017	Actuator6-03 Down Limit
0603018	Actuator6-03 Over Range
0603019	Actuator6-03 Under Range
060301A	Actuator6-03 Force Sensor Fault
060301B	Actuator6-03 Force Card Fault
060301C	Actuator6-03 HDLC Alarm
060301D	Actuator6-03 UART Alarm
060301E	Actuator6-03 CPU Alarm
060301F	Actuator6-03 Limit Release
0603020	Actuator6-03 Alarm Reset
0604002	Actuator6-04 CONT Force
0604003	Actuator6-04 CONT Position
0604004	Actuator6-04 Drive On
0604005	Actuator6-04 Drive Off
0604006	Actuator6-04 MON Force
0604007	Actuator6-04 MON Position
0604008	Actuator6-04 MON HYB
0604009	Actuator6-04 MON PARA
060400A	Actuator6-04 Sea Level
060400B	Actuator6-04 Maunakea
060400C	Actuator6-04 Selected Drive
060400D	Actuator6-04 Selected Load
060400E	Actuator6-04 Selected Step
060400F	Actuator6-04 ENC Alarm
0604010	Actuator6-04 PS Alarm
0604011	Actuator6-04 Over Load
0604012	Actuator6-04 Over Speed
0604013	Actuator6-04 Over Current
0604014	Actuator6-04 Error Alarm
0604015	Actuator6-04 Driver Alarm
0604016	Actuator6-04 Up Limit
0604017	Actuator6-04 Down Limit
0604018	Actuator6-04 Over Range
0604019	Actuator6-04 Under Range
060401A	Actuator6-04 Force Sensor Fault
060401B	Actuator6-04 Force Card Fault
060401C	Actuator6-04 HDLC Alarm
060401D	Actuator6-04 UART Alarm
060401E	Actuator6-04 CPU Alarm
060401F	Actuator6-04 Limit Release
0604020	Actuator6-04 Alarm Reset
0605002	Actuator6-05 CONT Force
0605003	Actuator6-05 CONT Position
0605004	Actuator6-05 Drive On
0605005	Actuator6-05 Drive Off
0605006	Actuator6-05 MON Force
0605007	Actuator6-05 MON Position
0605008	Actuator6-05 MON HYB
0605009	Actuator6-05 MON PARA
060500A	Actuator6-05 Sea Level
060500B	Actuator6-05 Maunakea
060500C	Actuator6-05 Selected Drive
060500D	Actuator6-05 Selected Load
060500E	Actuator6-05 Selected Step
060500F	Actuator6-05 ENC Alarm
0605010	Actuator6-05 PS Alarm
0605011	Actuator6-05 Over Load
0605012	Actuator6-05 Over Speed
0605013	Actuator6-05 Over Current
0605014	Actuator6-05 Error Alarm
0605015	Actuator6-05 Driver Alarm
0605016	Actuator6-05 Up Limit
0605017	Actuator6-05 Down Limit
0605018	Actuator6-05 Over Range
0605019	Actuator6-05 Under Range
060501A	Actuator6-05 Force Sensor Fault
060501B	Actuator6-05 Force Card Fault
060501C	Actuator6-05 HDLC Alarm
060501D	Actuator6-05 UART Alarm
060501E	Actuator6-05 CPU Alarm
060501F	Actuator6-05 Limit Release
0605020	Actuator6-05 Alarm Reset
0606002	Actuator6-06 CONT Force
0606003	Actuator6-06 CONT Position
0606004	Actuator6-06 Drive On
0606005	Actuator6-06 Drive Off
0606006	Actuator6-06 MON Force
0606007	Actuator6-06 MON Position
0606008	Actuator6-06 MON HYB
0606009	Actuator6-06 MON PARA
060600A	Actuator6-06 Sea Level
060600B	Actuator6-06 Maunakea
060600C	Actuator6-06 Selected Drive
060600D	Actuator6-06 Selected Load
060600E	Actuator6-06 Selected Step
060600F	Actuator6-06 ENC Alarm
0606010	Actuator6-06 PS Alarm
0606011	Actuator6-06 Over Load
0606012	Actuator6-06 Over Speed
0606013	Actuator6-06 Over Current
0606014	Actuator6-06 Error Alarm
0606015	Actuator6-06 Driver Alarm
0606016	Actuator6-06 Up Limit
0606017	Actuator6-06 Down Limit
0606018	Actuator6-06 Over Range
0606019	Actuator6-06 Under Range
060601A	Actuator6-06 Force Sensor Fault
060601B	Actuator6-06 Force Card Fault
060601C	Actuator6-06 HDLC Alarm
060601D	Actuator6-06 UART Alarm
060601E	Actuator6-06 CPU Alarm
060601F	Actuator6-06 Limit Release
0606020	Actuator6-06 Alarm Reset
0607002	Actuator6-07 CONT Force
0607003	Actuator6-07 CONT Position
0607004	Actuator6-07 Drive On
0607005	Actuator6-07 Drive Off
0607006	Actuator6-07 MON Force
0607007	Actuator6-07 MON Position
0607008	Actuator6-07 MON HYB
0607009	Actuator6-07 MON PARA
060700A	Actuator6-07 Sea Level
060700B	Actuator6-07 Maunakea
060700C	Actuator6-07 Selected Drive
060700D	Actuator6-07 Selected Load
060700E	Actuator6-07 Selected Step
060700F	Actuator6-07 ENC Alarm
0607010	Actuator6-07 PS Alarm
0607011	Actuator6-07 Over Load
0607012	Actuator6-07 Over Speed
0607013	Actuator6-07 Over Current
0607014	Actuator6-07 Error Alarm
0607015	Actuator6-07 Driver Alarm
0607016	Actuator6-07 Up Limit
0607017	Actuator6-07 Down Limit
0607018	Actuator6-07 Over Range
0607019	Actuator6-07 Under Range
060701A	Actuator6-07 Force Sensor Fault
060701B	Actuator6-07 Force Card Fault
060701C	Actuator6-07 HDLC Alarm
060701D	Actuator6-07 UART Alarm
060701E	Actuator6-07 CPU Alarm
060701F	Actuator6-07 Limit Release
0607020	Actuator6-07 Alarm Reset
0608002	Actuator6-08 CONT Force
0608003	Actuator6-08 CONT Position
0608004	Actuator6-08 Drive On
0608005	Actuator6-08 Drive Off
0608006	Actuator6-08 MON Force
0608007	Actuator6-08 MON Position
0608008	Actuator6-08 MON HYB
0608009	Actuator6-08 MON PARA
060800A	Actuator6-08 Sea Level
060800B	Actuator6-08 Maunakea
060800C	Actuator6-08 Selected Drive
060800D	Actuator6-08 Selected Load
060800E	Actuator6-08 Selected Step
060800F	Actuator6-08 ENC Alarm
0608010	Actuator6-08 PS Alarm
0608011	Actuator6-08 Over Load
0608012	Actuator6-08 Over Speed
0608013	Actuator6-08 Over Current
0608014	Actuator6-08 Error Alarm
0608015	Actuator6-08 Driver Alarm
0608016	Actuator6-08 Up Limit
0608017	Actuator6-08 Down Limit
0608018	Actuator6-08 Over Range
0608019	Actuator6-08 Under Range
060801A	Actuator6-08 Force Sensor Fault
060801B	Actuator6-08 Force Card Fault
060801C	Actuator6-08 HDLC Alarm
060801D	Actuator6-08 UART Alarm
060801E	Actuator6-08 CPU Alarm
060801F	Actuator6-08 Limit Release
0608020	Actuator6-08 Alarm Reset
0609002	Actuator6-09 CONT Force
0609003	Actuator6-09 CONT Position
0609004	Actuator6-09 Drive On
0609005	Actuator6-09 Drive Off
0609006	Actuator6-09 MON Force
0609007	Actuator6-09 MON Position
0609008	Actuator6-09 MON HYB
0609009	Actuator6-09 MON PARA
060900A	Actuator6-09 Sea Level
060900B	Actuator6-09 Maunakea
060900C	Actuator6-09 Selected Drive
060900D	Actuator6-09 Selected Load
060900E	Actuator6-09 Selected Step
060900F	Actuator6-09 ENC Alarm
0609010	Actuator6-09 PS Alarm
0609011	Actuator6-09 Over Load
0609012	Actuator6-09 Over Speed
0609013	Actuator6-09 Over Current
0609014	Actuator6-09 Error Alarm
0609015	Actuator6-09 Driver Alarm
0609016	Actuator6-09 Up Limit
0609017	Actuator6-09 Down Limit
0609018	Actuator6-09 Over Range
0609019	Actuator6-09 Under Range
060901A	Actuator6-09 Force Sensor Fault
060901B	Actuator6-09 Force Card Fault
060901C	Actuator6-09 HDLC Alarm
060901D	Actuator6-09 UART Alarm
060901E	Actuator6-09 CPU Alarm
060901F	Actuator6-09 Limit Release
0609020	Actuator6-09 Alarm Reset
0610002	Actuator6-10 CONT Force
0610003	Actuator6-10 CONT Position
0610004	Actuator6-10 Drive On
0610005	Actuator6-10 Drive Off
0610006	Actuator6-10 MON Force
0610007	Actuator6-10 MON Position
0610008	Actuator6-10 MON HYB
0610009	Actuator6-10 MON PARA
061000A	Actuator6-10 Sea Level
061000B	Actuator6-10 Maunakea
061000C	Actuator6-10 Selected Drive
061000D	Actuator6-10 Selected Load
061000E	Actuator6-10 Selected Step
061000F	Actuator6-10 ENC Alarm
0610010	Actuator6-10 PS Alarm
0610011	Actuator6-10 Over Load
0610012	Actuator6-10 Over Speed
0610013	Actuator6-10 Over Current
0610014	Actuator6-10 Error Alarm
0610015	Actuator6-10 Driver Alarm
0610016	Actuator6-10 Up Limit
0610017	Actuator6-10 Down Limit
0610018	Actuator6-10 Over Range
0610019	Actuator6-10 Under Range
061001A	Actuator6-10 Force Sensor Fault
061001B	Actuator6-10 Force Card Fault
061001C	Actuator6-10 HDLC Alarm
061001D	Actuator6-10 UART Alarm
061001E	Actuator6-10 CPU Alarm
061001F	Actuator6-10 Limit Release
0610020	Actuator6-10 Alarm Reset
0611002	Actuator6-11 CONT Force
0611003	Actuator6-11 CONT Position
0611004	Actuator6-11 Drive On
0611005	Actuator6-11 Drive Off
0611006	Actuator6-11 MON Force
0611007	Actuator6-11 MON Position
0611008	Actuator6-11 MON HYB
0611009	Actuator6-11 MON PARA
061100A	Actuator6-11 Sea Level
061100B	Actuator6-11 Maunakea
061100C	Actuator6-11 Selected Drive
061100D	Actuator6-11 Selected Load
061100E	Actuator6-11 Selected Step
061100F	Actuator6-11 ENC Alarm
0611010	Actuator6-11 PS Alarm
0611011	Actuator6-11 Over Load
0611012	Actuator6-11 Over Speed
0611013	Actuator6-11 Over Current
0611014	Actuator6-11 Error Alarm
0611015	Actuator6-11 Driver Alarm
0611016	Actuator6-11 Up Limit
0611017	Actuator6-11 Down Limit
0611018	Actuator6-11 Over Range
0611019	Actuator6-11 Under Range
061101A	Actuator6-11 Force Sensor Fault
061101B	Actuator6-11 Force Card Fault
061101C	Actuator6-11 HDLC Alarm
061101D	Actuator6-11 UART Alarm
061101E	Actuator6-11 CPU Alarm
061101F	Actuator6-11 Limit Release
0611020	Actuator6-11 Alarm Reset
0612002	Actuator6-12 CONT Force
0612003	Actuator6-12 CONT Position
0612004	Actuator6-12 Drive On
0612005	Actuator6-12 Drive Off
0612006	Actuator6-12 MON Force
0612007	Actuator6-12 MON Position
0612008	Actuator6-12 MON HYB
0612009	Actuator6-12 MON PARA
061200A	Actuator6-12 Sea Level
061200B	Actuator6-12 Maunakea
061200C	Actuator6-12 Selected Drive
061200D	Actuator6-12 Selected Load
061200E	Actuator6-12 Selected Step
061200F	Actuator6-12 ENC Alarm
0612010	Actuator6-12 PS Alarm
0612011	Actuator6-12 Over Load
0612012	Actuator6-12 Over Speed
0612013	Actuator6-12 Over Current
0612014	Actuator6-12 Error Alarm
0612015	Actuator6-12 Driver Alarm
0612016	Actuator6-12 Up Limit
0612017	Actuator6-12 Down Limit
0612018	Actuator6-12 Over Range
0612019	Actuator6-12 Under Range
061201A	Actuator6-12 Force Sensor Fault
061201B	Actuator6-12 Force Card Fault
061201C	Actuator6-12 HDLC Alarm
061201D	Actuator6-12 UART Alarm
061201E	Actuator6-12 CPU Alarm
061201F	Actuator6-12 Limit Release
0612020	Actuator6-12 Alarm Reset
0613002	Actuator6-13 CONT Force
0613003	Actuator6-13 CONT Position
0613004	Actuator6-13 Drive On
0613005	Actuator6-13 Drive Off
0613006	Actuator6-13 MON Force
0613007	Actuator6-13 MON Position
0613008	Actuator6-13 MON HYB
0613009	Actuator6-13 MON PARA
061300A	Actuator6-13 Sea Level
061300B	Actuator6-13 Maunakea
061300C	Actuator6-13 Selected Drive
061300D	Actuator6-13 Selected Load
061300E	Actuator6-13 Selected Step
061300F	Actuator6-13 ENC Alarm
0613010	Actuator6-13 PS Alarm
0613011	Actuator6-13 Over Load
0613012	Actuator6-13 Over Speed
0613013	Actuator6-13 Over Current
0613014	Actuator6-13 Error Alarm
0613015	Actuator6-13 Driver Alarm
0613016	Actuator6-13 Up Limit
0613017	Actuator6-13 Down Limit
0613018	Actuator6-13 Over Range
0613019	Actuator6-13 Under Range
061301A	Actuator6-13 Force Sensor Fault
061301B	Actuator6-13 Force Card Fault
061301C	Actuator6-13 HDLC Alarm
061301D	Actuator6-13 UART Alarm
061301E	Actuator6-13 CPU Alarm
061301F	Actuator6-13 Limit Release
0613020	Actuator6-13 Alarm Reset
0614002	Actuator6-14 CONT Force
0614003	Actuator6-14 CONT Position
0614004	Actuator6-14 Drive On
0614005	Actuator6-14 Drive Off
0614006	Actuator6-14 MON Force
0614007	Actuator6-14 MON Position
0614008	Actuator6-14 MON HYB
0614009	Actuator6-14 MON PARA
061400A	Actuator6-14 Sea Level
061400B	Actuator6-14 Maunakea
061400C	Actuator6-14 Selected Drive
061400D	Actuator6-14 Selected Load
061400E	Actuator6-14 Selected Step
061400F	Actuator6-14 ENC Alarm
0614010	Actuator6-14 PS Alarm
0614011	Actuator6-14 Over Load
0614012	Actuator6-14 Over Speed
0614013	Actuator6-14 Over Current
0614014	Actuator6-14 Error Alarm
0614015	Actuator6-14 Driver Alarm
0614016	Actuator6-14 Up Limit
0614017	Actuator6-14 Down Limit
0614018	Actuator6-14 Over Range
0614019	Actuator6-14 Under Range
061401A	Actuator6-14 Force Sensor Fault
061401B	Actuator6-14 Force Card Fault
061401C	Actuator6-14 HDLC Alarm
061401D	Actuator6-14 UART Alarm
061401E	Actuator6-14 CPU Alarm
061401F	Actuator6-14 Limit Release
0614020	Actuator6-14 Alarm Reset
0615002	Actuator6-15 CONT Force
0615003	Actuator6-15 CONT Position
0615004	Actuator6-15 Drive On
0615005	Actuator6-15 Drive Off
0615006	Actuator6-15 MON Force
0615007	Actuator6-15 MON Position
0615008	Actuator6-15 MON HYB
0615009	Actuator6-15 MON PARA
061500A	Actuator6-15 Sea Level
061500B	Actuator6-15 Maunakea
061500C	Actuator6-15 Selected Drive
061500D	Actuator6-15 Selected Load
061500E	Actuator6-15 Selected Step
061500F	Actuator6-15 ENC Alarm
0615010	Actuator6-15 PS Alarm
0615011	Actuator6-15 Over Load
0615012	Actuator6-15 Over Speed
0615013	Actuator6-15 Over Current
0615014	Actuator6-15 Error Alarm
0615015	Actuator6-15 Driver Alarm
0615016	Actuator6-15 Up Limit
0615017	Actuator6-15 Down Limit
0615018	Actuator6-15 Over Range
0615019	Actuator6-15 Under Range
061501A	Actuator6-15 Force Sensor Fault
061501B	Actuator6-15 Force Card Fault
061501C	Actuator6-15 HDLC Alarm
061501D	Actuator6-15 UART Alarm
061501E	Actuator6-15 CPU Alarm
061501F	Actuator6-15 Limit Release
0615020	Actuator6-15 Alarm Reset
0616002	Actuator6-16 CONT Force
0616003	Actuator6-16 CONT Position
0616004	Actuator6-16 Drive On
0616005	Actuator6-16 Drive Off
0616006	Actuator6-16 MON Force
0616007	Actuator6-16 MON Position
0616008	Actuator6-16 MON HYB
0616009	Actuator6-16 MON PARA
061600A	Actuator6-16 Sea Level
061600B	Actuator6-16 Maunakea
061600C	Actuator6-16 Selected Drive
061600D	Actuator6-16 Selected Load
061600E	Actuator6-16 Selected Step
061600F	Actuator6-16 ENC Alarm
0616010	Actuator6-16 PS Alarm
0616011	Actuator6-16 Over Load
0616012	Actuator6-16 Over Speed
0616013	Actuator6-16 Over Current
0616014	Actuator6-16 Error Alarm
0616015	Actuator6-16 Driver Alarm
0616016	Actuator6-16 Up Limit
0616017	Actuator6-16 Down Limit
0616018	Actuator6-16 Over Range
0616019	Actuator6-16 Under Range
061601A	Actuator6-16 Force Sensor Fault
061601B	Actuator6-16 Force Card Fault
061601C	Actuator6-16 HDLC Alarm
061601D	Actuator6-16 UART Alarm
061601E	Actuator6-16 CPU Alarm
061601F	Actuator6-16 Limit Release
0616020	Actuator6-16 Alarm Reset
0617002	Actuator6-17 CONT Force
0617003	Actuator6-17 CONT Position
0617004	Actuator6-17 Drive On
0617005	Actuator6-17 Drive Off
0617006	Actuator6-17 MON Force
0617007	Actuator6-17 MON Position
0617008	Actuator6-17 MON HYB
0617009	Actuator6-17 MON PARA
061700A	Actuator6-17 Sea Level
061700B	Actuator6-17 Maunakea
061700C	Actuator6-17 Selected Drive
061700D	Actuator6-17 Selected Load
061700E	Actuator6-17 Selected Step
061700F	Actuator6-17 ENC Alarm
0617010	Actuator6-17 PS Alarm
0617011	Actuator6-17 Over Load
0617012	Actuator6-17 Over Speed
0617013	Actuator6-17 Over Current
0617014	Actuator6-17 Error Alarm
0617015	Actuator6-17 Driver Alarm
0617016	Actuator6-17 Up Limit
0617017	Actuator6-17 Down Limit
0617018	Actuator6-17 Over Range
0617019	Actuator6-17 Under Range
061701A	Actuator6-17 Force Sensor Fault
061701B	Actuator6-17 Force Card Fault
061701C	Actuator6-17 HDLC Alarm
061701D	Actuator6-17 UART Alarm
061701E	Actuator6-17 CPU Alarm
061701F	Actuator6-17 Limit Release
0617020	Actuator6-17 Alarm Reset
0618002	Actuator6-18 CONT Force
0618003	Actuator6-18 CONT Position
0618004	Actuator6-18 Drive On
0618005	Actuator6-18 Drive Off
0618006	Actuator6-18 MON Force
0618007	Actuator6-18 MON Position
0618008	Actuator6-18 MON HYB
0618009	Actuator6-18 MON PARA
061800A	Actuator6-18 Sea Level
061800B	Actuator6-18 Maunakea
061800C	Actuator6-18 Selected Drive
061800D	Actuator6-18 Selected Load
061800E	Actuator6-18 Selected Step
061800F	Actuator6-18 ENC Alarm
0618010	Actuator6-18 PS Alarm
0618011	Actuator6-18 Over Load
0618012	Actuator6-18 Over Speed
0618013	Actuator6-18 Over Current
0618014	Actuator6-18 Error Alarm
0618015	Actuator6-18 Driver Alarm
0618016	Actuator6-18 Up Limit
0618017	Actuator6-18 Down Limit
0618018	Actuator6-18 Over Range
0618019	Actuator6-18 Under Range
061801A	Actuator6-18 Force Sensor Fault
061801B	Actuator6-18 Force Card Fault
061801C	Actuator6-18 HDLC Alarm
061801D	Actuator6-18 UART Alarm
061801E	Actuator6-18 CPU Alarm
061801F	Actuator6-18 Limit Release
0618020	Actuator6-18 Alarm Reset
0619002	Actuator6-19 CONT Force
0619003	Actuator6-19 CONT Position
0619004	Actuator6-19 Drive On
0619005	Actuator6-19 Drive Off
0619006	Actuator6-19 MON Force
0619007	Actuator6-19 MON Position
0619008	Actuator6-19 MON HYB
0619009	Actuator6-19 MON PARA
061900A	Actuator6-19 Sea Level
061900B	Actuator6-19 Maunakea
061900C	Actuator6-19 Selected Drive
061900D	Actuator6-19 Selected Load
061900E	Actuator6-19 Selected Step
061900F	Actuator6-19 ENC Alarm
0619010	Actuator6-19 PS Alarm
0619011	Actuator6-19 Over Load
0619012	Actuator6-19 Over Speed
0619013	Actuator6-19 Over Current
0619014	Actuator6-19 Error Alarm
0619015	Actuator6-19 Driver Alarm
0619016	Actuator6-19 Up Limit
0619017	Actuator6-19 Down Limit
0619018	Actuator6-19 Over Range
0619019	Actuator6-19 Under Range
061901A	Actuator6-19 Force Sensor Fault
061901B	Actuator6-19 Force Card Fault
061901C	Actuator6-19 HDLC Alarm
061901D	Actuator6-19 UART Alarm
061901E	Actuator6-19 CPU Alarm
061901F	Actuator6-19 Limit Release
0619020	Actuator6-19 Alarm Reset
0620002	Actuator6-20 CONT Force
0620003	Actuator6-20 CONT Position
0620004	Actuator6-20 Drive On
0620005	Actuator6-20 Drive Off
0620006	Actuator6-20 MON Force
0620007	Actuator6-20 MON Position
0620008	Actuator6-20 MON HYB
0620009	Actuator6-20 MON PARA
062000A	Actuator6-20 Sea Level
062000B	Actuator6-20 Maunakea
062000C	Actuator6-20 Selected Drive
062000D	Actuator6-20 Selected Load
062000E	Actuator6-20 Selected Step
062000F	Actuator6-20 ENC Alarm
0620010	Actuator6-20 PS Alarm
0620011	Actuator6-20 Over Load
0620012	Actuator6-20 Over Speed
0620013	Actuator6-20 Over Current
0620014	Actuator6-20 Error Alarm
0620015	Actuator6-20 Driver Alarm
0620016	Actuator6-20 Up Limit
0620017	Actuator6-20 Down Limit
0620018	Actuator6-20 Over Range
0620019	Actuator6-20 Under Range
062001A	Actuator6-20 Force Sensor Fault
062001B	Actuator6-20 Force Card Fault
062001C	Actuator6-20 HDLC Alarm
062001D	Actuator6-20 UART Alarm
062001E	Actuator6-20 CPU Alarm
062001F	Actuator6-20 Limit Release
0620020	Actuator6-20 Alarm Reset
0621002	Actuator6-21 CONT Force
0621003	Actuator6-21 CONT Position
0621004	Actuator6-21 Drive On
0621005	Actuator6-21 Drive Off
0621006	Actuator6-21 MON Force
0621007	Actuator6-21 MON Position
0621008	Actuator6-21 MON HYB
0621009	Actuator6-21 MON PARA
062100A	Actuator6-21 Sea Level
062100B	Actuator6-21 Maunakea
062100C	Actuator6-21 Selected Drive
062100D	Actuator6-21 Selected Load
062100E	Actuator6-21 Selected Step
062100F	Actuator6-21 ENC Alarm
0621010	Actuator6-21 PS Alarm
0621011	Actuator6-21 Over Load
0621012	Actuator6-21 Over Speed
0621013	Actuator6-21 Over Current
0621014	Actuator6-21 Error Alarm
0621015	Actuator6-21 Driver Alarm
0621016	Actuator6-21 Up Limit
0621017	Actuator6-21 Down Limit
0621018	Actuator6-21 Over Range
0621019	Actuator6-21 Under Range
062101A	Actuator6-21 Force Sensor Fault
062101B	Actuator6-21 Force Card Fault
062101C	Actuator6-21 HDLC Alarm
062101D	Actuator6-21 UART Alarm
062101E	Actuator6-21 CPU Alarm
062101F	Actuator6-21 Limit Release
0621020	Actuator6-21 Alarm Reset
0622002	Actuator6-22 CONT Force
0622003	Actuator6-22 CONT Position
0622004	Actuator6-22 Drive On
0622005	Actuator6-22 Drive Off
0622006	Actuator6-22 MON Force
0622007	Actuator6-22 MON Position
0622008	Actuator6-22 MON HYB
0622009	Actuator6-22 MON PARA
062200A	Actuator6-22 Sea Level
062200B	Actuator6-22 Maunakea
062200C	Actuator6-22 Selected Drive
062200D	Actuator6-22 Selected Load
062200E	Actuator6-22 Selected Step
062200F	Actuator6-22 ENC Alarm
0622010	Actuator6-22 PS Alarm
0622011	Actuator6-22 Over Load
0622012	Actuator6-22 Over Speed
0622013	Actuator6-22 Over Current
0622014	Actuator6-22 Error Alarm
0622015	Actuator6-22 Driver Alarm
0622016	Actuator6-22 Up Limit
0622017	Actuator6-22 Down Limit
0622018	Actuator6-22 Over Range
0622019	Actuator6-22 Under Range
062201A	Actuator6-22 Force Sensor Fault
062201B	Actuator6-22 Force Card Fault
062201C	Actuator6-22 HDLC Alarm
062201D	Actuator6-22 UART Alarm
062201E	Actuator6-22 CPU Alarm
062201F	Actuator6-22 Limit Release
0622020	Actuator6-22 Alarm Reset
0623002	Actuator6-23 CONT Force
0623003	Actuator6-23 CONT Position
0623004	Actuator6-23 Drive On
0623005	Actuator6-23 Drive Off
0623006	Actuator6-23 MON Force
0623007	Actuator6-23 MON Position
0623008	Actuator6-23 MON HYB
0623009	Actuator6-23 MON PARA
062300A	Actuator6-23 Sea Level
062300B	Actuator6-23 Maunakea
062300C	Actuator6-23 Selected Drive
062300D	Actuator6-23 Selected Load
062300E	Actuator6-23 Selected Step
062300F	Actuator6-23 ENC Alarm
0623010	Actuator6-23 PS Alarm
0623011	Actuator6-23 Over Load
0623012	Actuator6-23 Over Speed
0623013	Actuator6-23 Over Current
0623014	Actuator6-23 Error Alarm
0623015	Actuator6-23 Driver Alarm
